text,label,language
कोलकाता में मौसम की कोई चेतावनी है?,weather_alert,hi
ચેન્નાઈમાં કેટલી ભેજ છે?,humidity,gu
আগামীকাল মুম্বাই এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
ਇਸ ਹਫ਼ਤੇ ਦੇ ਅੰਤ ਵਿੱਚ ਦਿੱਲੀ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
मुंबई में सूर्योदय कितने बजे होगा?,sunrise_sunset,hi
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
कोलकाता का वर्तमान मौसम बताओ।,weather_current,hi
હૈદરાબાદમાં કેટલી ગરમી છે?,temperature,gu
ଆସନ୍ତାକାଲି ଦିଲ୍ଲୀରେ ପାଗ କେମିତି ରହିବ?,weather_forecast,or
मुंबई मध्ये आर्द्रता किती आहे?,humidity,mr
આજે ભુવનેશ્વરમાં ભેજ કેટલો રહેશે?,humidity,gu
ଆସନ୍ତାକାଲି କୋଲକାତାର ତାପମାତ୍ରା କେତେ ରହିବ?,temperature,or
ਕੱਲ੍ਹ ਕੋਲਕਾਤਾ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਰਹੇਗਾ?,temperature,pa
சென்னைவில் மழைக்கு வாய்ப்பு உள்ளதா?,rain,ta
ಭುವನೇಶ್ವರನ AQI ಎಷ್ಟು?,air_quality,kn
What is the weather in Kolkata today?,weather_current,en
Is rain expected in Kolkata?,rain,en
ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ಭುವನೇಶ್ವರನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
ಇಂದು ಭುವನೇಶ್ವರನಲ್ಲಿ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,rain,kn
दिल्ली में मौसम की कोई चेतावनी है?,weather_alert,hi
How is the weather in Pune right now?,weather_current,en
कोलकाता मध्ये वारा किती जोरात आहे?,wind,mr
मुंबई का AQI कितना है?,air_quality,hi
ପୁଣେରେ ଆର୍ଦ୍ରତା କେତେ?,humidity,or
दिल्ली मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
How is the weather today in Delhi?,weather_current,en
दिल्ली में आर्द्रता कितनी है?,humidity,hi
Are there any severe weather warnings in Kolkata?,weather_alert,en
ভুবনেশ্বর এ বাতাসের গতি কত?,wind,bn
ପୁଣେର ପାଗ ପୂର୍ବାନୁମାନ କଣ?,weather_forecast,or
రేపు చెన్నైలో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
ਚੇਨਈ ਵਿੱਚ ਹਵਾ ਕਿੰਨੀ ਤੇਜ਼ ਹੈ?,wind,pa
What will the temperature be in Bengaluru tomorrow?,temperature,en
આજે પુણેમાં હવામાન કેવું છે?,weather_current,gu
భువనేశ్వర్ వాతావరణ సూచన ఏమిటి?,weather_forecast,te
ଆଜି ମୁମ୍ବାଇରେ ବର୍ଷା ହେବ କି?,rain,or
இந்த வார இறுதியில் டெல்லிவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
चेन्नई मध्ये सूर्योदय किती वाजता होतो?,sunrise_sunset,mr
ହାଇଦ୍ରାବାଦ ପାଇଁ କୌଣସି ପାଣିପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
বেঙ্গালুরু এর বায়ুর মান কেমন?,air_quality,bn
হায়দ্রাবাদ এর বায়ুর মান কেমন?,air_quality,bn
டெல்லிக்கு வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
પુણેમાં કેટલી ગરમી છે?,temperature,gu
ভুবনেশ্বর এর আবহাওয়ার পূর্বাভাস কী?,weather_forecast,bn
इस सप्ताह के अंत में बेंगलुरु में मौसम कैसा रहेगा?,weather_forecast,hi
ஹைதராபாத்வில் சூரிய உதயம் எப்போது?,sunrise_sunset,ta
ಭುವನೇಶ್ವರನಲ್ಲಿ ಇಂದು ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
दिल्ली मध्ये किती दमट आहे?,humidity,mr
ಇಂದು ದೆಹಲಿನಲ್ಲಿ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,rain,kn
ચેન્નાઈમાં વરસાદની શક્યતા છે?,rain,gu
ବେଙ୍ଗାଲୁରୁରେ କେତେ ଗରମ ଅଛି?,temperature,or
ಹೈದರಾಬಾದ್ನ AQI ಎಷ್ಟು?,air_quality,kn
ਮੁੰਬਈ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਹੈ?,humidity,pa
புனேவில் தற்போதைய வானிலை எப்படி உள்ளது?,weather_current,ta
पुणे मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
ಚೆನ್ನೈನಲ್ಲಿ ಗಾಳಿ ಎಷ್ಟು ವೇಗವಾಗಿ ಬೀಸುತ್ತಿದೆ?,wind,kn
புனே வானிலை முன்னறிவிப்பு என்ன?,weather_forecast,ta
ಇಂದು ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_current,kn
ભુવનેશ્વરમાં વરસાદની શક્યતા છે?,rain,gu
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਹਵਾ ਕਿੰਨੀ ਤੇਜ਼ ਹੈ?,wind,pa
రేపు ముంబైలో వర్షం పడుతుందా?,rain,te
Are there any severe weather warnings in Hyderabad?,weather_alert,en
ದೆಹಲಿ ಮತ್ತು ಹೈದರಾಬಾದ್ ಹವಾಮಾನವನ್ನು ಹೋಲಿಸಿ.,weather_comparison,kn
"କୋଲକାତା ନା ଦିଲ୍ଲୀ, କେଉଁଠି ଅଧିକ ଥଣ୍ଡା?",weather_comparison,or
What time is sunrise in Delhi?,sunrise_sunset,en
நாளை சென்னைவில் வெப்பநிலை எவ்வளவு இருக்கும்?,temperature,ta
બેંગલુરુમાં ભેજ કેટલો છે?,humidity,gu
ಬೆಂಗಳೂರುನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು?,humidity,kn
আগামীকাল দিল্লি এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
How hot is it in Kolkata?,temperature,en
इस सप्ताह के अंत में कोलकाता में मौसम कैसा रहेगा?,weather_forecast,hi
उद्या मुंबई मध्ये हवामान कसे असेल?,weather_forecast,mr
કોલકાતામાં આજે હવામાન કેવું છે?,weather_current,gu
ਕੱਲ੍ਹ ਮੁੰਬਈ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
When is sunset in Delhi?,sunrise_sunset,en
ਕੀ ਅੱਜ ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
पुणे में कितनी गर्मी है?,temperature,hi
ମୁମ୍ବାଇର ପାଗ ପୂର୍ବାନୁମାନ କଣ?,weather_forecast,or
ஹைதராபாத்வில் ஈரப்பதம் எவ்வளவு?,humidity,ta
కోల్‌కతా మరియు చెన్నై వాతావరణాన్ని పోల్చండి.,weather_comparison,te
ਕੋਲਕਾਤਾ ਵਿੱਚ ਕਿੰਨੀ ਗਰਮੀ ਹੈ?,temperature,pa
ଆସନ୍ତାକାଲି ମୁମ୍ବାଇର ତାପମାତ୍ରା କେତେ ରହିବ?,temperature,or
What is the AQI in Hyderabad?,air_quality,en
What is the air quality in Pune?,air_quality,en
What will the humidity be in Bhubaneswar?,humidity,en
புவனேஸ்வர்வில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
ਭੁਵਨੇਸ਼ਵਰ ਲਈ ਕੋਈ ਮੌਸਮ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
आज चेन्नई में मौसम कैसा रहेगा?,weather_current,hi
मुंबई में हवा की गति कितनी है?,wind,hi
కోల్‌కతాలో ఎంత తేమ ఉంది?,humidity,te
Are there any weather alerts for Pune?,weather_alert,en
When is sunset in Kolkata?,sunrise_sunset,en
मुंबई आणि पुणे पैकी कोणते शहर थंड आहे?,weather_comparison,mr
హైదరాబాద్లో గాలి వేగం ఎంత?,wind,te
நாளை புனேவில் வெப்பநிலை எவ்வளவு இருக்கும்?,temperature,ta
पुणे और भुवनेश्वर में किसका मौसम बेहतर है?,weather_comparison,hi
கொல்கத்தாவில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
আগামীকাল পুনে এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
ਕੱਲ੍ਹ ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
दिल्ली मध्ये किती उष्णता आहे?,temperature,mr
పుణెలో వర్షం పడే అవకాశం ఉందా?,rain,te
ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಹವಾಮಾನ ಎಚ್ಚರಿಕೆ ಇದೆಯೇ?,weather_alert,kn
બેંગલુરુમાં કેટલી ભેજ છે?,humidity,gu
புனேவில் ஏதேனும் வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
મુંબઈનું હવામાન અનુમાન શું છે?,weather_forecast,gu
हैदराबाद में मौसम की कोई चेतावनी है?,weather_alert,hi
କୋଲକାତାରେ ପବନ କେତେ ଜୋରରେ ବହୁଛି?,wind,or
કોલકાતામાં હવાની ગુણવત્તા કેવી છે?,air_quality,gu
పుణెలో ఈ రోజు వాతావరణం ఎలా ఉంది?,weather_current,te
What weather can I expect in Bhubaneswar tomorrow?,weather_forecast,en
চেন্নাই এ বাতাস কতটা জোরে বইছে?,wind,bn
પુણે અને હૈદરાબાદના હવામાનની તુલના કરો.,weather_comparison,gu
मुंबई चा AQI किती आहे?,air_quality,mr
পুনে এর আবহাওয়া আমাকে বলুন।,weather_current,bn
How windy is it in Kolkata?,wind,en
ଭୁବନେଶ୍ୱରରେ କେତେ ଗରମ ଅଛି?,temperature,or
आज भुवनेश्वर चे हवामान कसे आहे?,weather_current,mr
ਮੁੰਬਈ ਦਾ AQI ਕਿੰਨਾ ਹੈ?,air_quality,pa
मुंबई आणि चेन्नई मधील हवामानाची तुलना करा.,weather_comparison,mr
ಹೈದರಾಬಾದ್ನ AQI ಎಷ್ಟು?,air_quality,kn
ಮುಂಬೈನಲ್ಲಿ ಎಷ್ಟು ತೇವಾಂಶ ಇದೆ?,humidity,kn
What is the air quality in Bengaluru?,air_quality,en
ਪੁਣੇ ਅਤੇ ਮੁੰਬਈ ਦੇ ਮੌਸਮ ਦੀ ਤੁਲਨਾ ਕਰੋ।,weather_comparison,pa
পুনে এ বাতাসের গতি কত?,wind,bn
What will the temperature be in Bhubaneswar tomorrow?,temperature,en
Is there a chance of rain in Hyderabad?,rain,en
মুম্বাই এর আর্দ্রতা কত?,humidity,bn
আজ পুনে এর আবহাওয়া কেমন?,weather_current,bn
ଦିଲ୍ଲୀର ପାଗ ପୂର୍ବାନୁମାନ କଣ?,weather_forecast,or
Is there a chance of rain in Chennai?,rain,en
ಬೆಂಗಳೂರುನಲ್ಲಿ ಸೂರ್ಯಾಸ್ತ ಯಾವಾಗ?,sunrise_sunset,kn
চেন্নাই এর AQI কত?,air_quality,bn
कल पुणे में मौसम कैसा रहेगा?,weather_forecast,hi
How is the air quality in Pune?,air_quality,en
ਦਿੱਲੀ ਵਿੱਚ ਹਵਾ ਕਿੰਨੀ ਤੇਜ਼ ਹੈ?,wind,pa
দিল্লি এ বৃষ্টির সম্ভাবনা আছে কি?,rain,bn
ਮੁੰਬਈ ਲਈ ਕੋਈ ਮੌਸਮ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
What is the weather in Bengaluru today?,weather_current,en
ଦିଲ୍ଲୀରେ ତାପମାତ୍ରା କେତେ?,temperature,or
चेन्नई में हवा की गुणवत्ता कैसी है?,air_quality,hi
બેંગલુરુ અને મુંબઈના હવામાનની તુલના કરો.,weather_comparison,gu
बेंगलुरु का वर्तमान मौसम बताओ।,weather_current,hi
ભુવનેશ્વરનું હવામાન અનુમાન શું છે?,weather_forecast,gu
இந்த வார இறுதியில் சென்னைவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
పుణెలో వాతావరణ హెచ్చరిక ఉందా?,weather_alert,te
या आठवड्याच्या शेवटी मुंबई मध्ये हवामान कसे असेल?,weather_forecast,mr
उद्या चेन्नई मध्ये पाऊस पडेल का?,rain,mr
পুনে এ সূর্যোদয় কখন?,sunrise_sunset,bn
કાલે દિલ્હીમાં તાપમાન કેટલું રહેશે?,temperature,gu
મુંબઈમાં પવનની ઝડપ કેટલી છે?,wind,gu
ମୁମ୍ବାଇରେ ତାପମାତ୍ରା କେତେ?,temperature,or
"ଦିଲ୍ଲୀ ନା କୋଲକାତା, କେଉଁଠି ଅଧିକ ଥଣ୍ଡା?",weather_comparison,or
ಮುಂಬೈನಲ್ಲಿ ಗಾಳಿಯ ಗುಣಮಟ್ಟ ಹೇಗಿದೆ?,air_quality,kn
What will the weather be like in Hyderabad tomorrow?,weather_forecast,en
आज दिल्ली में मौसम कैसा रहेगा?,weather_current,hi
What is the weather in Kolkata today?,weather_current,en
Tell me the current weather in Bengaluru.,weather_current,en
கொல்கத்தாவில் காற்றின் தரம் எப்படி உள்ளது?,air_quality,ta
ਦਿੱਲੀ ਵਿੱਚ ਮੀਂਹ ਦੀ ਸੰਭਾਵਨਾ ਹੈ?,rain,pa
ଚେନ୍ନାଇରେ ସୂର୍ଯ୍ୟାସ୍ତ କେତେବେଳେ?,sunrise_sunset,or
भुवनेश्वर में तापमान कितना है?,temperature,hi
ಬೆಂಗಳೂರುಗೆ ಯಾವುದೇ ಹವಾಮಾನ ಎಚ್ಚರಿಕೆ ಇದೆಯೇ?,weather_alert,kn
புனேவில் எவ்வளவு வெப்பமாக உள்ளது?,temperature,ta
মুম্বাই এর বর্তমান আবহাওয়া কেমন?,weather_current,bn
டெல்லிவில் காற்றின் வேகம் எவ்வளவு?,wind,ta
ਇਸ ਹਫ਼ਤੇ ਦੇ ਅੰਤ ਵਿੱਚ ਪੁਣੇ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
કાલે મુંબઈમાં તાપમાન કેટલું રહેશે?,temperature,gu
चेन्नई मधील सध्याचे हवामान कसे आहे?,weather_current,mr
ବେଙ୍ଗାଲୁରୁରେ ପବନ କେତେ ଜୋରରେ ବହୁଛି?,wind,or
या आठवड्याच्या शेवटी भुवनेश्वर मध्ये हवामान कसे असेल?,weather_forecast,mr
ಪುಣೆನಲ್ಲಿ ಗಾಳಿ ಎಷ್ಟು ವೇಗವಾಗಿ ಬೀಸುತ್ತಿದೆ?,wind,kn
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਮੀਂਹ ਦੀ ਸੰਭਾਵਨਾ ਹੈ?,rain,pa
आज हैदराबाद मध्ये पाऊस पडेल का?,rain,mr
बेंगलुरु के लिए कोई मौसम चेतावनी है?,weather_alert,hi
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
"ಕೊಲ್ಕತ್ತಾ ಅಥವಾ ದೆಹಲಿ, ಯಾವುದು ಹೆಚ್ಚು ತಂಪಾಗಿದೆ?",weather_comparison,kn
ಕೊಲ್ಕತ್ತಾಗೆ ಯಾವುದೇ ಹವಾಮಾನ ಎಚ್ಚರಿಕೆ ಇದೆಯೇ?,weather_alert,kn
भुवनेश्वर में नमी कितनी है?,humidity,hi
उद्या पुणे मध्ये हवामान कसे असेल?,weather_forecast,mr
"Which city is colder, Delhi or Pune?",weather_comparison,en
ହାଇଦ୍ରାବାଦରେ କେତେ ଆର୍ଦ୍ରତା ଅଛି?,humidity,or
ਚੇਨਈ ਵਿੱਚ ਮੌਸਮ ਦੀ ਕੋਈ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
Are there any weather alerts for Kolkata?,weather_alert,en
કાલે ભુવનેશ્વરમાં હવામાન કેવું રહેશે?,weather_forecast,gu
कोलकाता में तापमान कितना है?,temperature,hi
কলকাতা এর আর্দ্রতা কত?,humidity,bn
Give me the weather forecast for Pune.,weather_forecast,en
দিল্লি এর AQI কত?,air_quality,bn
কলকাতা এ আজ আবহাওয়া কেমন?,weather_current,bn
पुणे मध्ये आज हवामान कसे आहे?,weather_current,mr
भुवनेश्वर के लिए कोई मौसम चेतावनी है?,weather_alert,hi
हैदराबाद और चेन्नई में किसका मौसम बेहतर है?,weather_comparison,hi
পুনে এর আর্দ্রতা কত?,humidity,bn
बेंगळुरू साठी हवामानाची कोणतीही चेतावणी आहे का?,weather_alert,mr
What is the temperature in Hyderabad?,temperature,en
ದೆಹಲಿನ AQI ಎಷ್ಟು?,air_quality,kn
How is the air quality in Kolkata?,air_quality,en
আগামীকাল চেন্নাই এর তাপমাত্রা কত থাকবে?,temperature,bn
హైదరాబాద్లో సూర్యోదయం ఎప్పుడు?,sunrise_sunset,te
டெல்லிவின் AQI எவ்வளவு?,air_quality,ta
दिल्ली और चेन्नई के मौसम की तुलना करो।,weather_comparison,hi
દિલ્હીનું હવામાન અનુમાન શું છે?,weather_forecast,gu
भुवनेश्वर का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
ମୁମ୍ବାଇର ପାଗ ବିଷୟରେ କୁହନ୍ତୁ।,weather_current,or
दिल्ली में नमी कितनी है?,humidity,hi
ભુવનેશ્વરમાં કેટલી ભેજ છે?,humidity,gu
ஹைதராபாத் மற்றும் டெல்லி வானிலையை ஒப்பிடுங்கள்.,weather_comparison,ta
ਪੁਣੇ ਵਿੱਚ ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
బెంగళూరులో గాలి ఎంత వేగంగా వీస్తోంది?,wind,te
આ સપ્તાહના અંતે મુંબઈમાં હવામાન કેવું રહેશે?,weather_forecast,gu
ପୁଣେରେ ପବନର ବେଗ କେତେ?,wind,or
ଚେନ୍ନାଇରେ ବାୟୁର ଗୁଣବତ୍ତା କେମିତି?,air_quality,or
ಇಂದು ದೆಹಲಿನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು ಇರುತ್ತದೆ?,humidity,kn
ଆସନ୍ତାକାଲି ହାଇଦ୍ରାବାଦରେ ବର୍ଷା ହେବ କି?,rain,or
கொல்கத்தாவில் காற்றின் தரம் எப்படி உள்ளது?,air_quality,ta
புவனேஸ்வர்வின் AQI எவ்வளவு?,air_quality,ta
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
What is the weather forecast for Bhubaneswar?,weather_forecast,en
દિલ્હીમાં પવન કેટલો ઝડપી છે?,wind,gu
இந்த வார இறுதியில் ஹைதராபாத்வில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
চেন্নাই এর বর্তমান আবহাওয়া কেমন?,weather_current,bn
రేపు ఢిల్లీలో వర్షం పడుతుందా?,rain,te
புனேவில் காற்றின் வேகம் எவ்வளவு?,wind,ta
ఈ రోజు హైదరాబాద్లో వాతావరణం ఎలా ఉంటుంది?,weather_current,te
How cold is it in Chennai?,temperature,en
ಪುಣೆನಲ್ಲಿ ಎಷ್ಟು ಬಿಸಿಯಾಗಿದೆ?,temperature,kn
ভুবনেশ্বর এর জন্য কোনো আবহাওয়া সতর্কতা আছে?,weather_alert,bn
ముంబై AQI ఎంత?,air_quality,te
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਮੀਂਹ ਦੀ ਸੰਭਾਵਨਾ ਹੈ?,rain,pa
ପୁଣେରେ ବାୟୁର ଗୁଣବତ୍ତା କେମିତି?,air_quality,or
பெங்களூருவின் AQI எவ்வளவு?,air_quality,ta
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਕਿੰਨੀ ਨਮੀ ਹੈ?,humidity,pa
ଦିଲ୍ଲୀ ଏବଂ ହାଇଦ୍ରାବାଦର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
दिल्ली में तापमान कितना है?,temperature,hi
ఈ వారాంతంలో చెన్నైలో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
రేపు భువనేశ్వర్లో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
ಇಂದು ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_current,kn
दिल्ली मधील सध्याचे हवामान कसे आहे?,weather_current,mr
ଆସନ୍ତାକାଲି କୋଲକାତାରେ ବର୍ଷା ହେବ କି?,rain,or
What will the temperature be in Mumbai tomorrow?,temperature,en
આજે બેંગલુરુમાં વરસાદ પડશે?,rain,gu
এই সপ্তাহান্তে দিল্লি এর আবহাওয়া কেমন হবে?,weather_forecast,bn
What will the weather be like in Chennai tomorrow?,weather_forecast,en
What is the weather in Chennai today?,weather_current,en
ବେଙ୍ଗାଲୁରୁରେ ସୂର୍ଯ୍ୟୋଦୟ କେତେବେଳେ?,sunrise_sunset,or
कल बेंगलुरु में मौसम कैसा रहेगा?,weather_forecast,hi
Will it rain in Mumbai today?,rain,en
दिल्ली में नमी कितनी है?,humidity,hi
दिल्ली मध्ये वाऱ्याचा वेग किती आहे?,wind,mr
Compare the weather in Mumbai and Kolkata.,weather_comparison,en
হায়দ্রাবাদ এর আবহাওয়ার পূর্বাভাস কী?,weather_forecast,bn
चेन्नई का वर्तमान मौसम बताओ।,weather_current,hi
ಬೆಂಗಳೂರುನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು?,temperature,kn
मुंबई मध्ये किती उष्णता आहे?,temperature,mr
মুম্বাই এর তাপমাত্রা কত?,temperature,bn
ಪುಣೆನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು?,humidity,kn
ದೆಹಲಿನಲ್ಲಿ ಸೂರ್ಯೋದಯ ಯಾವಾಗ?,sunrise_sunset,kn
कोलकाता चा AQI किती आहे?,air_quality,mr
When is sunset in Mumbai?,sunrise_sunset,en
પુણેમાં કેટલી ગરમી છે?,temperature,gu
ಕೊಲ್ಕತ್ತಾ ಮತ್ತು ಬೆಂಗಳೂರು ಹವಾಮಾನವನ್ನು ಹೋಲಿಸಿ.,weather_comparison,kn
कोलकाता मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
आज कोलकाता मध्ये आर्द्रता किती असेल?,humidity,mr
What time is sunrise in Pune?,sunrise_sunset,en
পুনে এ বৃষ্টির সম্ভাবনা আছে কি?,rain,bn
ଆଜି ବେଙ୍ଗାଲୁରୁର ପାଗ କେମିତି?,weather_current,or
হায়দ্রাবাদ এ কতটা গরম?,temperature,bn
புனேவில் ஏதேனும் வானிலை எச்சரிக்கை உள்ளதா?,weather_alert,ta
ನಾಳೆ ಭುವನೇಶ್ವರನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು ಇರುತ್ತದೆ?,temperature,kn
आज पुणे में मौसम कैसा रहेगा?,weather_current,hi
Is there a weather warning for Bhubaneswar?,weather_alert,en
పుణె AQI ఎంత?,air_quality,te
ஹைதராபாத்வில் சூரிய உதயம் எப்போது?,sunrise_sunset,ta
"ఢిల్లీ లేదా బెంగళూరు, ఏది చల్లగా ఉంది?",weather_comparison,te
बेंगलुरु में अभी मौसम कैसा है?,weather_current,hi
ಚೆನ್ನೈನಲ್ಲಿ ಇಂದು ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
நாளை புனேவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
आज पुणे मध्ये पाऊस पडेल का?,rain,mr
நாளை பெங்களூருவில் மழை பெய்யுமா?,rain,ta
How hot is it in Pune?,temperature,en
How cold is it in Bengaluru?,temperature,en
દિલ્હીમાં કેટલી ભેજ છે?,humidity,gu
ପୁଣେରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,rain,or
કોલકાતામાં પવનની ઝડપ કેટલી છે?,wind,gu
What will the weather be like in Bhubaneswar tomorrow?,weather_forecast,en
ದೆಹಲಿನಲ್ಲಿ ಎಷ್ಟು ಬಿಸಿಯಾಗಿದೆ?,temperature,kn
কলকাতা এ সূর্যোদয় কখন?,sunrise_sunset,bn
આજે ભુવનેશ્વરમાં વરસાદ પડશે?,rain,gu
How cold is it in Delhi?,temperature,en
ਮੁੰਬਈ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
क्या आज भुवनेश्वर में बारिश होगी?,rain,hi
What is the weather in Pune today?,weather_current,en
কলকাতা এ সূর্যাস্ত কখন?,sunrise_sunset,bn
ଚେନ୍ନାଇର AQI କେତେ?,air_quality,or
బెంగళూరులో ఎంత వేడిగా ఉంది?,temperature,te
ஹைதராபாத்வில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
पुणे मध्ये वारा किती जोरात आहे?,wind,mr
Are there any weather alerts for Bhubaneswar?,weather_alert,en
ਕੱਲ੍ਹ ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਰਹੇਗਾ?,temperature,pa
ବେଙ୍ଗାଲୁରୁରେ ଆଜି ପାଗ କେମିତି ଅଛି?,weather_current,or
ಚೆನ್ನೈನಲ್ಲಿ ಮಳೆಯ ಸಾಧ್ಯತೆ ಇದೆಯೇ?,rain,kn
মুম্বাই এ সূর্যোদয় কখন?,sunrise_sunset,bn
ਕੀ ਅੱਜ ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
Will it rain in Delhi today?,rain,en
நாளை சென்னைவில் வானிலை எப்படி இருக்கும்?,weather_forecast,ta
ਕੀ ਕੱਲ੍ਹ ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
What time does the sun rise in Delhi?,sunrise_sunset,en
हैदराबाद में अभी मौसम कैसा है?,weather_current,hi
पुणे में तापमान कितना है?,temperature,hi
उद्या मुंबई मध्ये तापमान किती असेल?,temperature,mr
कोलकाता में मौसम की कोई चेतावनी है?,weather_alert,hi
उद्या मुंबई मध्ये तापमान किती असेल?,temperature,mr
ਪੁਣੇ ਵਿੱਚ ਹਵਾ ਦੀ ਰਫ਼ਤਾਰ ਕਿੰਨੀ ਹੈ?,wind,pa
"মুম্বাই না কলকাতা, কোনটি বেশি ঠান্ডা?",weather_comparison,bn
கொல்கத்தாவில் வெப்பநிலை எவ்வளவு?,temperature,ta
ଆଜି ପୁଣେରେ ବର୍ଷା ହେବ କି?,rain,or
બેંગલુરુમાં સૂર્યોદય કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
हैदराबाद मध्ये वाऱ्याचा वेग किती आहे?,wind,mr
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਹਵਾ ਕਿੰਨੀ ਤੇਜ਼ ਹੈ?,wind,pa
क्या कल चेन्नई में बारिश होगी?,rain,hi
ପୁଣେରେ ଆର୍ଦ୍ରତା କେତେ?,humidity,or
Is there a chance of rain in Bengaluru?,rain,en
When is sunset in Pune?,sunrise_sunset,en
రేపు హైదరాబాద్లో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
ચેન્નાઈ અને મુંબઈમાંથી કયું વધુ ઠંડું છે?,weather_comparison,gu
ચેન્નાઈમાં હવાની ગુણવત્તા કેવી છે?,air_quality,gu
আগামীকাল ভুবনেশ্বর এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
